GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20016709739003","2006-2010",,,"Kansas","20","Russell County","167",,,"973900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9739, Russell County, Kansas",229,136,37,19,19,0,1,0,1,0,17,0,0,12,5,0,0,0,14,0,9,0,9,4,1,0,25,12,13,51,1,40,10,9,1,6,2,93,37,3,2,1,0,0,0,0,14,0,0,14,0,20,13,7,19,3,0,0,0,14,0,2,37,5,32,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9739, Russell County, Kansas",74,47,21,14,14,109,2,109,2,109,18,109,109,15,8,109,109,109,15,109,13,109,13,6,4,109,23,14,18,32,2,32,8,12,3,13,4,33,18,4,3,2,109,109,109,109,15,109,109,15,109,11,10,6,14,4,109,109,109,14,109,3,19,7,19,109,109,109,109,109,109,109,109
"G20016900001001","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Saline County, Kansas",475,293,113,64,64,0,13,0,13,0,36,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,35,35,0,85,0,53,32,60,17,0,43,182,24,10,10,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,158,123,35,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1, Saline County, Kansas",176,108,101,87,87,109,21,109,21,109,43,109,109,26,35,109,109,109,109,109,109,109,109,109,109,109,45,45,109,73,109,70,37,59,26,109,52,119,33,18,18,109,109,109,109,109,109,109,109,109,109,26,109,26,109,109,109,109,109,109,109,109,111,107,38,109,109,109,109,109,109,109,109
"G20016900001002","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Saline County, Kansas",596,261,18,10,10,0,8,0,8,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78,0,0,60,12,48,14,0,14,0,91,78,13,0,335,16,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,165,35,0,0,0,93,37,0,14,14,0,14,0,14,0,126,30,96,0,"Block Group 2, Census Tract 1, Saline County, Kansas",275,131,23,17,17,109,15,109,15,109,109,109,109,109,109,109,109,109,84,109,109,109,109,84,109,109,60,20,56,23,109,23,109,77,75,20,109,176,25,109,109,109,109,109,109,109,25,109,109,25,109,109,109,109,123,40,109,109,109,79,39,109,22,22,109,23,109,23,109,132,37,140,109
"G20016900001003","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Saline County, Kansas",213,130,24,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,33,19,0,0,0,0,14,0,19,0,19,20,0,0,20,34,0,19,15,83,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,51,25,0,0,0,0,26,0,17,17,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1, Saline County, Kansas",96,71,37,109,109,109,109,109,109,109,37,109,109,109,37,109,109,109,36,30,109,109,109,109,22,109,30,109,30,34,109,109,34,42,109,32,25,57,25,25,109,25,109,109,109,109,109,109,109,109,109,109,109,109,45,36,109,109,109,109,33,109,22,22,109,109,109,109,109,109,109,109,109
"G20016900001004","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Saline County, Kansas",615,391,57,44,44,0,0,0,0,0,13,13,0,0,0,0,0,0,109,0,0,0,0,90,19,0,66,66,0,48,0,17,31,111,0,12,99,224,60,12,0,12,0,0,0,0,27,27,0,0,0,21,21,0,102,0,13,0,13,89,0,0,62,62,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 1, Saline County, Kansas",287,200,62,69,69,109,109,109,109,109,20,20,109,109,109,109,109,109,116,109,109,109,109,105,28,109,82,82,109,52,109,26,43,92,109,19,89,116,55,19,109,19,109,109,109,109,44,44,109,109,109,31,31,109,76,109,22,109,22,85,109,109,80,80,109,109,109,109,109,109,109,109,109
"G20016900001005","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1, Saline County, Kansas",204,99,39,26,26,0,0,0,0,0,13,0,0,0,13,0,0,0,16,0,0,0,0,0,16,0,0,0,0,29,0,14,15,15,0,0,15,105,8,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,72,43,29,0,0,0,0,25,16,0,9,"Block Group 5, Census Tract 1, Saline County, Kansas",119,71,50,44,44,109,109,109,109,109,21,109,109,109,21,109,109,109,26,109,109,109,109,109,26,109,109,109,109,33,109,24,22,25,109,109,25,64,14,109,109,109,109,109,109,109,14,109,109,109,14,109,109,109,109,109,109,109,109,109,109,109,58,48,34,109,109,109,109,30,26,109,17
"G20016900001006","2006-2010",,,"Kansas","20","Saline County","169",,,"000100","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 1, Saline County, Kansas",375,217,13,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,27,0,0,0,0,13,14,0,88,14,74,39,9,30,0,50,38,12,0,158,24,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,113,50,63,0,0,0,0,11,0,0,11,"Block Group 6, Census Tract 1, Saline County, Kansas",187,116,20,109,109,109,109,109,109,109,20,109,109,20,109,109,109,109,37,109,109,109,109,21,37,109,81,24,77,37,14,33,109,53,49,20,109,94,27,27,19,20,109,109,109,109,109,109,109,109,109,109,109,109,17,109,109,109,109,109,109,17,90,41,81,109,109,109,109,17,109,109,17
"G20016900002001","2006-2010",,,"Kansas","20","Saline County","169",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Saline County, Kansas",343,190,20,5,5,0,0,0,0,0,15,0,0,15,0,0,0,0,74,0,0,0,0,0,74,0,9,0,9,0,0,0,0,87,66,15,6,153,16,8,8,0,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,0,0,0,0,5,116,21,95,0,0,0,0,16,12,4,0,"Block Group 1, Census Tract 2, Saline County, Kansas",150,103,24,8,8,109,109,109,109,109,22,109,109,22,109,109,109,109,67,109,109,109,109,109,67,109,21,109,21,109,109,109,109,59,47,22,15,74,18,13,13,109,109,109,109,109,13,109,109,13,109,109,109,109,8,109,109,109,109,109,109,8,72,30,64,109,109,109,109,20,19,8,109
"G20016900002002","2006-2010",,,"Kansas","20","Saline County","169",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Saline County, Kansas",729,380,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,41,43,0,31,31,0,45,0,32,13,211,128,49,34,349,60,34,11,23,12,12,0,0,14,0,0,14,0,0,0,0,124,0,0,0,0,60,32,32,138,51,87,0,0,0,0,27,14,0,13,"Block Group 2, Census Tract 2, Saline County, Kansas",174,112,15,109,109,109,15,15,109,109,109,109,109,109,109,109,109,109,66,109,109,109,109,46,41,109,37,37,109,39,109,31,21,93,81,44,37,128,49,37,17,32,19,19,109,109,25,109,109,25,109,109,109,109,72,109,109,109,109,49,46,30,80,48,65,109,109,109,109,32,24,109,22
"G20016900003001","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Saline County, Kansas",569,244,15,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,66,8,58,50,0,19,31,100,34,0,66,325,46,8,0,8,0,0,0,0,31,0,0,0,31,7,7,0,151,0,0,0,0,93,0,58,33,0,33,40,0,40,0,55,44,0,11,"Block Group 1, Census Tract 3, Saline County, Kansas",233,111,28,109,109,109,28,109,28,109,109,109,109,109,109,109,109,109,23,109,109,109,109,109,23,109,78,15,76,48,109,31,39,58,35,109,51,158,42,13,109,13,109,109,109,109,38,109,109,109,38,15,15,109,119,109,109,109,109,94,109,66,37,109,37,62,109,62,109,47,44,109,21
"G20016900003002","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Saline County, Kansas",419,240,11,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,73,17,0,0,0,0,56,0,15,0,15,62,0,62,0,79,12,36,31,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,87,55,18,6,6,0,0,0,0,0,13,0,0,13,"Block Group 2, Census Tract 3, Saline County, Kansas",228,107,19,109,109,109,109,109,109,109,19,109,109,109,19,109,109,109,92,26,109,109,109,109,89,109,24,109,24,50,109,50,109,60,19,43,36,154,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,167,109,109,109,109,93,73,28,12,12,109,109,109,109,109,22,109,109,22
"G20016900003003","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Saline County, Kansas",329,65,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,14,0,14,0,264,145,12,12,0,0,0,0,0,51,0,12,39,0,82,51,31,65,30,0,0,0,25,0,10,41,0,41,13,0,0,13,0,0,0,0,"Block Group 3, Census Tract 3, Saline County, Kansas",121,39,22,109,109,109,22,22,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,36,109,109,36,24,109,24,109,106,101,20,20,109,109,109,109,109,44,109,19,39,109,93,76,48,45,33,109,109,109,29,109,17,36,109,36,21,109,109,21,109,109,109,109
"G20016900003004","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Saline County, Kansas",512,266,43,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,184,128,0,56,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,9,189,0,23,0,23,0,0,0,0,25,0,0,25,"Block Group 4, Census Tract 3, Saline County, Kansas",268,130,64,109,109,109,64,109,64,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,49,109,49,109,109,109,109,88,98,109,84,205,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,184,109,109,109,109,16,187,109,37,109,37,109,109,109,109,37,109,109,37
"G20016900003005","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 3, Saline County, Kansas",291,185,62,10,10,0,0,0,0,0,32,32,0,0,0,20,0,20,0,0,0,0,0,0,0,0,58,0,58,22,0,22,0,43,0,0,43,106,24,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,52,0,0,0,0,10,0,42,0,0,0,0,0,0,0,30,30,0,0,"Block Group 5, Census Tract 3, Saline County, Kansas",133,83,61,16,16,109,109,109,109,109,49,49,109,109,109,31,109,31,109,109,109,109,109,109,109,109,63,109,63,31,109,31,109,48,109,109,48,60,29,109,109,109,109,109,109,109,29,109,109,29,109,109,109,109,58,109,109,109,109,17,109,57,109,109,109,109,109,109,109,46,46,109,109
"G20016900003006","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 3, Saline County, Kansas",349,231,9,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,114,0,7,0,7,62,45,0,26,26,0,27,0,15,12,55,55,0,0,118,65,26,11,15,30,0,15,15,9,0,0,9,0,0,0,0,18,0,0,0,0,0,11,7,26,0,26,0,0,0,0,9,9,0,0,"Block Group 6, Census Tract 3, Saline County, Kansas",163,139,15,109,109,109,109,109,109,109,15,109,109,15,109,109,109,109,105,109,14,109,14,75,47,109,31,31,109,34,109,25,22,45,45,109,109,55,45,29,17,25,35,109,25,25,19,109,109,19,109,109,109,109,28,109,109,109,109,109,21,16,29,109,29,109,109,109,109,15,15,109,109
"G20016900003007","2006-2010",,,"Kansas","20","Saline County","169",,,"000300","7",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 3, Saline County, Kansas",307,133,24,15,0,15,0,0,0,0,9,9,0,0,0,0,0,0,34,0,0,0,0,0,34,0,14,14,0,61,0,15,46,0,0,0,0,174,70,0,0,0,0,0,0,0,16,0,0,16,0,54,54,0,35,0,0,0,0,35,0,0,55,20,35,14,14,0,0,0,0,0,0,"Block Group 7, Census Tract 3, Saline County, Kansas",110,73,28,24,109,24,109,109,109,109,16,16,109,109,109,109,109,109,37,109,109,109,109,109,37,109,24,24,109,51,109,23,45,109,109,109,109,91,64,109,109,109,109,109,109,109,25,109,109,25,109,60,60,109,55,109,109,109,109,55,109,109,44,27,34,21,21,109,109,109,109,109,109
"G20016900004001","2006-2010",,,"Kansas","20","Saline County","169",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Saline County, Kansas",516,274,57,16,0,16,27,13,0,14,14,0,0,14,0,0,0,0,42,0,0,0,0,11,31,0,68,41,27,78,0,35,43,29,0,8,21,242,119,32,17,15,23,0,10,13,55,10,0,32,13,9,9,0,27,16,0,0,0,0,0,11,76,9,67,0,0,0,0,20,20,0,0,"Block Group 1, Census Tract 4, Saline County, Kansas",122,89,45,26,109,26,30,21,109,21,22,109,109,22,109,109,109,109,33,109,109,109,109,17,34,109,52,37,32,54,109,45,29,27,109,12,24,63,59,29,19,23,27,109,16,21,45,18,109,34,21,14,14,109,27,20,109,109,109,109,109,17,49,14,48,109,109,109,109,23,23,109,109
"G20016900004002","2006-2010",,,"Kansas","20","Saline County","169",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Saline County, Kansas",491,243,19,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,35,0,25,25,0,0,10,0,67,54,13,38,9,14,15,84,27,57,0,248,53,24,15,9,0,0,0,0,29,20,0,9,0,0,0,0,83,23,0,0,0,60,0,0,84,50,34,0,0,0,0,28,17,0,11,"Block Group 2, Census Tract 4, Saline County, Kansas",175,81,29,109,109,109,109,109,109,109,29,29,109,109,109,109,109,109,27,109,27,27,109,109,17,109,63,58,21,36,16,22,23,50,32,39,109,123,35,27,24,16,109,109,109,109,30,26,109,14,109,109,109,109,74,27,109,109,109,60,109,109,58,50,33,109,109,109,109,34,31,109,16
"G20016900004003","2006-2010",,,"Kansas","20","Saline County","169",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Saline County, Kansas",486,282,94,30,30,0,9,9,0,0,26,0,0,26,0,29,29,0,33,20,13,13,0,0,0,0,7,7,0,39,0,11,28,109,35,74,0,204,94,43,17,26,0,0,0,0,31,0,0,10,21,20,20,0,12,12,0,0,0,0,0,0,89,23,66,0,0,0,0,9,0,0,9,"Block Group 3, Census Tract 4, Saline County, Kansas",167,106,52,33,33,109,15,15,109,109,28,109,109,28,109,45,45,109,35,29,19,19,109,109,109,109,12,12,109,41,109,16,38,88,40,76,109,89,60,41,28,30,109,109,109,109,34,109,109,15,31,24,24,109,20,20,109,109,109,109,109,109,57,25,51,109,109,109,109,14,109,109,14
"G20016900004004","2006-2010",,,"Kansas","20","Saline County","169",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4, Saline County, Kansas",400,202,14,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,22,0,22,0,22,0,0,0,64,26,38,34,0,8,26,68,57,0,11,198,109,21,11,10,0,0,0,0,57,16,0,41,0,31,31,0,34,34,0,0,0,0,0,0,55,13,42,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 4, Saline County, Kansas",109,58,21,109,109,109,21,109,21,109,109,109,109,109,109,109,109,109,33,109,33,109,33,109,109,109,39,29,29,33,109,13,29,59,52,109,18,65,56,23,16,17,109,109,109,109,40,24,109,31,109,37,37,109,42,42,109,109,109,109,109,109,44,21,38,109,109,109,109,109,109,109,109
"G20016900005001","2006-2010",,,"Kansas","20","Saline County","169",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Saline County, Kansas",1066,626,31,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,109,15,0,0,0,62,32,0,70,31,39,105,0,29,76,311,198,11,102,440,37,8,8,0,0,0,0,0,0,0,0,0,0,29,17,12,76,53,0,0,0,0,0,23,74,0,74,0,0,0,0,253,190,0,63,"Block Group 1, Census Tract 5, Saline County, Kansas",265,170,31,109,109,109,109,109,109,109,31,109,109,31,109,109,109,109,92,24,109,109,109,77,40,109,51,34,43,106,109,34,100,173,148,19,107,149,36,14,14,109,109,109,109,109,109,109,109,109,109,33,28,20,55,48,109,109,109,109,109,30,70,109,70,109,109,109,109,137,139,109,60
"G20016900005002","2006-2010",,,"Kansas","20","Saline County","169",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Saline County, Kansas",598,264,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43,0,0,92,54,38,43,0,43,0,50,30,12,8,334,109,10,0,10,71,0,62,9,28,0,0,28,0,0,0,0,80,0,0,0,0,36,32,12,135,32,103,0,0,0,0,10,10,0,0,"Block Group 2, Census Tract 5, Saline County, Kansas",196,135,41,41,41,109,109,109,109,109,109,109,109,109,109,109,109,109,37,109,109,109,109,37,109,109,71,47,36,40,109,40,109,76,35,71,14,127,95,16,109,16,90,109,92,16,33,109,109,33,109,109,109,109,64,109,109,109,109,42,42,20,78,38,70,109,109,109,109,15,15,109,109
"G20016900005003","2006-2010",,,"Kansas","20","Saline County","169",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Saline County, Kansas",521,281,47,35,35,0,12,12,0,0,0,0,0,0,0,0,0,0,63,30,22,22,0,11,0,0,61,36,25,66,0,18,48,44,44,0,0,240,22,7,7,0,0,0,0,0,15,0,0,15,0,0,0,0,109,0,0,0,0,78,16,15,97,17,80,0,0,0,0,12,0,12,0,"Block Group 3, Census Tract 5, Saline County, Kansas",195,117,42,36,36,109,20,20,109,109,109,109,109,109,109,109,109,109,63,47,36,36,109,18,109,109,53,37,37,57,109,28,52,50,50,109,109,109,24,13,13,109,109,109,109,109,26,109,109,26,109,109,109,109,89,109,109,109,109,86,26,23,70,27,64,109,109,109,109,20,109,20,109
"G20016900005004","2006-2010",,,"Kansas","20","Saline County","169",,,"000500","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5, Saline County, Kansas",883,454,140,89,75,14,51,51,0,0,0,0,0,0,0,0,0,0,44,0,16,16,0,14,0,14,43,34,9,149,0,76,73,78,37,36,5,429,32,0,0,0,0,0,0,0,6,6,0,0,0,26,12,14,96,0,0,0,0,34,39,23,267,40,227,0,0,0,0,34,0,34,0,"Block Group 4, Census Tract 5, Saline County, Kansas",234,159,93,74,72,23,57,57,109,109,109,109,109,109,109,109,109,109,40,109,28,28,109,22,109,23,38,34,17,97,109,83,54,54,32,40,11,120,35,109,109,109,109,109,109,109,13,13,109,109,109,33,19,25,67,109,109,109,109,46,58,29,103,36,100,109,109,109,109,36,109,36,109
"G20016900006001","2006-2010",,,"Kansas","20","Saline County","169",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Saline County, Kansas",1545,714,132,48,12,36,17,0,17,0,67,19,0,37,11,0,0,0,18,0,8,8,0,10,0,0,92,46,46,219,39,89,91,253,160,35,58,831,187,28,28,0,0,0,0,0,82,0,0,73,9,77,67,10,198,96,0,0,0,36,14,52,329,165,164,17,0,17,0,100,88,0,12,"Block Group 1, Census Tract 6, Saline County, Kansas",232,156,65,51,17,52,26,109,26,109,42,21,109,36,17,109,109,109,24,109,15,15,109,18,109,109,67,44,42,86,57,75,54,110,91,35,40,175,95,30,30,109,109,109,109,109,63,109,109,60,15,46,42,17,94,70,109,109,109,34,22,41,174,92,107,27,109,27,109,83,78,109,19
"G20016900007001","2006-2010",,,"Kansas","20","Saline County","169",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Saline County, Kansas",1640,883,244,107,34,73,23,23,0,0,114,67,9,14,24,0,0,0,200,0,68,48,20,58,55,19,154,110,44,95,0,7,88,190,93,12,85,757,231,28,18,10,0,0,0,0,169,53,21,84,11,34,30,4,86,29,0,0,0,44,0,13,328,108,220,0,0,0,0,112,104,0,8,"Block Group 1, Census Tract 7, Saline County, Kansas",264,176,108,70,38,62,34,34,109,109,78,68,15,22,36,109,109,109,93,109,52,44,30,68,52,29,59,55,40,45,109,14,45,95,75,19,71,159,108,26,23,16,109,109,109,109,93,77,32,57,18,35,35,9,54,35,109,109,109,42,109,21,120,70,94,109,109,109,109,77,76,109,14
"G20016900007002","2006-2010",,,"Kansas","20","Saline County","169",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Saline County, Kansas",1653,834,261,105,78,27,25,0,0,25,101,54,0,35,12,30,15,15,156,0,15,15,0,64,68,9,174,93,81,73,0,20,53,170,92,43,35,819,303,90,82,8,16,16,0,0,64,0,2,37,25,133,100,33,212,61,0,0,0,55,25,71,218,32,186,5,0,0,5,81,53,0,28,"Block Group 2, Census Tract 7, Saline County, Kansas",277,170,85,62,52,31,24,109,109,24,52,43,109,31,19,33,25,23,114,109,24,24,109,94,58,15,73,49,51,44,109,22,37,99,86,48,44,166,102,58,58,13,25,25,109,109,52,109,7,34,38,74,67,29,106,72,109,109,109,51,32,44,78,37,71,11,109,109,11,64,45,109,41
"G20016900008001","2006-2010",,,"Kansas","20","Saline County","169",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Saline County, Kansas",1434,635,186,72,67,5,37,0,26,11,26,0,0,19,7,51,16,35,67,0,0,0,0,0,19,48,119,48,71,178,0,50,128,85,35,14,36,799,315,113,100,13,0,0,0,0,137,0,4,103,30,65,58,7,150,56,0,0,0,74,0,20,249,82,167,15,0,0,15,70,63,7,0,"Block Group 1, Census Tract 8, Saline County, Kansas",213,100,84,44,43,10,29,109,22,18,25,109,109,22,11,61,21,55,45,109,109,109,109,109,17,39,55,37,48,87,109,34,79,51,30,16,33,148,97,62,68,22,109,109,109,109,62,109,9,58,33,37,38,11,79,55,109,109,109,69,109,20,94,64,67,22,109,109,22,44,44,12,109
"G20016900008002","2006-2010",,,"Kansas","20","Saline County","169",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Saline County, Kansas",701,394,96,37,27,10,42,24,18,0,17,0,17,0,0,0,0,0,95,0,63,0,63,0,16,16,36,23,13,101,10,42,49,66,39,27,0,307,110,30,20,10,0,0,0,0,56,10,0,46,0,24,16,8,23,7,0,0,0,16,0,0,135,23,112,0,0,0,0,39,14,9,16,"Block Group 2, Census Tract 8, Saline County, Kansas",195,165,62,34,28,18,49,39,31,109,26,109,26,109,109,109,109,109,74,109,69,109,69,109,18,26,31,28,15,90,18,41,64,41,35,26,109,77,45,26,23,12,109,109,109,109,36,16,109,33,109,22,19,12,27,12,109,109,109,24,109,109,62,26,56,109,109,109,109,35,23,15,22
"G20016900009001","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Saline County, Kansas",819,386,118,61,44,17,18,0,18,0,39,0,0,8,31,0,0,0,55,0,39,15,24,0,16,0,70,29,41,77,0,41,36,66,31,19,16,433,128,70,13,57,0,0,0,0,33,13,13,7,0,25,25,0,71,0,0,0,0,66,0,5,218,108,110,0,0,0,0,16,9,0,7,"Block Group 1, Census Tract 9, Saline County, Kansas",217,130,89,62,56,27,31,109,31,109,53,109,109,16,51,109,109,109,45,109,36,24,29,109,26,109,52,34,39,67,109,32,58,53,35,31,27,133,89,77,22,75,109,109,109,109,33,20,20,16,109,30,30,109,75,109,109,109,109,74,109,8,92,73,65,109,109,109,109,20,16,109,12
"G20016900009002","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Saline County, Kansas",393,189,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,16,46,0,15,15,0,28,0,28,0,65,65,0,0,204,55,41,0,41,7,0,7,0,0,0,0,0,0,7,7,0,61,0,12,12,0,29,0,20,80,53,27,0,0,0,0,8,8,0,0,"Block Group 2, Census Tract 9, Saline County, Kansas",161,93,29,29,29,109,109,109,109,109,109,109,109,109,109,109,109,109,62,109,109,109,109,24,55,109,24,24,109,34,109,34,109,87,87,109,109,92,38,34,109,34,13,109,13,109,109,109,109,109,109,12,12,109,77,109,21,21,109,44,109,30,47,39,30,109,109,109,109,12,12,109,109
